날짜,시가,고가,저가,종가,거래량,거래대금,가격변동
2021-12-20,396.42,396.61,390.92,391.37,97270477,6575365871341,1
2021-12-21,394.35,395.28,391.19,393.95,105997690,6533207774373,1
2021-12-22,396.82,398.06,394.77,396.07,100313358,6446064478080,1
2021-12-23,397.98,398.36,395.71,398.15,105281612,6647240557492,1
2021-12-24,399.72,402.46,399.66,400.53,102503125,6252101538980,0
2021-12-27,400.61,401.07,398.31,398.61,103635956,5653274752350,1
2021-12-28,399.56,401.21,397.24,401.21,169712212,9338598443762,0
2021-12-29,398.74,399.16,395.85,396.72,169048470,8442539740355,0
2021-12-30,397.13,398.59,393.89,394.19,103887032,6441431686978,1
2022-01-03,397.16,399.44,394.26,395.51,97581473,5916887559115,0
2022-01-04,396.01,396.71,393.35,395.4,117160885,7335075222470,0
2022-01-05,394.91,395.2,387.56,390.39,175488530,11706291914065,0
2022-01-06,386.59,390.51,385.3,386.22,152386576,9949712804745,1
2022-01-07,388.3,391.75,388.06,390.85,114276571,8111558464898,0
2022-01-10,389.68,390.24,384.79,387.52,139103010,8306218369388,1
2022-01-11,388.32,390.43,386.26,388.97,133428702,7933719172030,1
2022-01-12,392.29,394.87,391.96,394.66,210105987,8821315438186,0
2022-01-13,395.68,395.93,392.52,393.0,151714327,8899436063624,0
2022-01-14,389.66,390.81,386.25,387.45,146048033,8539783273232,0
2022-01-17,387.0,387.33,381.56,383.81,135817575,7413658579965,0
2022-01-18,385.07,385.63,379.79,381.01,127939028,7234303513263,0
2022-01-19,377.75,381.91,376.74,378.21,126170181,7634913768260,1
2022-01-20,377.97,380.45,376.49,380.39,114098651,6960681998037,0
2022-01-21,376.74,377.69,373.35,376.08,134237431,8074616042698,0
2022-01-24,374.64,375.45,369.63,371.3,112639984,6718747948400,0
2022-01-25,370.3,370.73,359.85,362.39,142181165,8369863265110,0
2022-01-26,363.72,365.31,360.47,360.83,109342528,6781554969243,0
2022-01-27,360.83,363.11,348.55,348.58,158318286,9998445147336,1
2022-01-28,350.29,358.84,347.28,357.98,146975846,9427049699831,1
2022-02-03,364.07,366.13,361.6,361.6,125482179,7863881143246,1
2022-02-04,363.1,366.79,361.84,366.34,109788153,6431976708608,0
2022-02-07,365.4,365.4,359.59,362.92,135534006,7200575552875,1
2022-02-08,365.91,367.32,360.78,363.48,133105733,7590982301469,1
2022-02-09,367.02,368.65,365.79,368.65,117910162,6516035422387,1
2022-02-10,371.84,372.86,369.3,371.57,180487876,9052187214238,0
2022-02-11,367.54,371.35,366.9,368.61,161469119,8189120219283,0
2022-02-14,364.36,365.97,360.46,362.98,146971729,6963340040466,0
2022-02-15,364.44,364.79,358.75,360.43,140833154,6638804691530,1
2022-02-16,365.96,367.66,364.64,367.3,108436280,5968406412135,1
2022-02-17,368.11,373.03,365.48,369.55,209730967,8637742117822,0
2022-02-18,365.57,369.32,364.69,368.55,137053118,6082517288286,0
2022-02-21,362.83,368.75,361.14,368.29,109544039,5668991436860,0
2022-02-22,362.93,364.81,360.74,363.51,162875958,6905186484439,1
2022-02-23,366.25,366.58,362.39,364.44,139928097,6112151593830,0
2022-02-24,360.05,360.77,354.01,355.04,167277164,8503343379721,1
2022-02-25,358.79,360.85,357.02,358.44,154972994,7423040569800,1
2022-02-28,356.59,361.54,355.77,361.54,237317520,9445530427483,0
2022-03-02,361.52,362.81,359.89,360.59,170944083,7679437182276,1
2022-03-03,364.37,367.4,363.99,367.06,167176676,7323912860320,0
2022-03-04,365.35,365.54,360.19,361.69,237190017,8988126548763,0
2022-03-07,356.59,356.59,351.91,353.03,193155373,8909049069354,0
2022-03-08,348.12,352.82,346.85,349.38,185897543,8648190492065,1
2022-03-10,354.33,358.27,354.33,358.01,212652188,10823571336089,0
2022-03-11,355.95,356.85,353.26,355.31,182548310,9197993829492,0
2022-03-14,354.72,356.48,352.82,354.61,163912346,8994583220022,0
2022-03-15,352.34,353.9,350.38,351.03,149108189,7168563587586,1
2022-03-16,354.88,356.29,351.97,356.09,125092760,6385893888137,1
2022-03-17,362.39,364.18,361.36,361.46,172536469,9185664503327,1
2022-03-18,361.16,362.78,359.6,362.33,155321051,8266735365446,0
2022-03-21,363.81,363.86,358.41,358.77,117142394,6428429475390,1
2022-03-22,358.76,362.11,358.61,361.66,120703024,6949401916641,1
2022-03-23,364.06,366.4,362.89,364.84,137431069,7142403493714,0
2022-03-24,361.83,363.5,360.4,363.38,149348495,8556924147593,0
2022-03-25,364.76,364.92,361.34,362.06,119074647,6974694867070,0
2022-03-28,360.63,363.25,358.7,362.06,136535025,5890583769566,1
2022-03-29,364.18,365.56,362.27,363.77,132695450,6170287309852,1
2022-03-30,366.17,366.82,363.64,364.5,141643855,6530661073317,1
2022-03-31,364.1,367.01,363.94,365.61,388609487,6751915062603,0
2022-04-01,363.97,364.1,361.54,363.19,446847689,7196628144065,1
2022-04-04,361.85,365.08,360.69,364.94,171554087,5298139960894,0
2022-04-05,366.08,366.67,363.67,364.74,244226348,5262759081701,0
2022-04-06,362.04,362.96,360.52,361.01,176510187,6512785684822,0
2022-04-07,358.43,358.92,355.37,355.73,193937391,7704972240910,1
2022-04-08,356.86,357.62,354.27,356.01,166111896,6737531401740,0
2022-04-11,354.47,357.73,353.78,355.78,131522527,5668333958425,0
2022-04-12,353.51,354.83,351.37,352.32,129717478,5816117786914,1
2022-04-13,353.83,359.43,353.3,359.0,177428230,6214853173731,0
2022-04-14,359.23,359.29,356.17,357.38,159155308,7211760259512,0
2022-04-15,354.35,355.1,352.63,353.84,142642668,5821098591995,0
2022-04-18,352.19,354.87,351.46,353.63,110996402,4519324381220,1
2022-04-19,355.77,358.53,355.29,357.36,130216350,5195568464411,1
2022-04-20,357.14,358.28,354.93,357.52,148872727,6540303924225,1
2022-04-21,358.33,360.74,358.24,359.02,148564837,6401492018994,0
2022-04-22,355.54,356.08,353.64,355.43,214761534,6159964465654,0
2022-04-25,351.36,352.26,348.91,348.98,139465955,6608117568209,1
2022-04-26,351.33,352.2,350.38,350.67,122916877,6485161212763,0
2022-04-27,346.42,346.78,343.76,346.21,146757175,7409740037921,1
2022-04-28,348.61,350.16,346.02,350.16,164684493,7241408296705,1
2022-04-29,350.43,355.34,349.73,355.08,182270799,8028489423454,0
2022-05-02,351.31,354.53,350.94,354.02,131468536,5220941142453,0
2022-05-03,354.28,356.45,353.12,353.32,132700189,5403829878955,1
2022-05-04,354.85,356.05,352.27,353.85,279177321,5532837523242,0
2022-05-06,350.26,350.26,347.98,349.0,622950942,7285813289921,0
2022-05-09,347.71,349.4,344.84,345.41,256536775,5551146802828,0
2022-05-10,343.22,344.73,338.46,343.67,249371132,7398734473921,0
2022-05-11,342.22,344.45,341.22,343.44,184518723,5952741363105,0
2022-05-12,340.14,343.03,337.65,337.94,262823514,8649960825192,1
2022-05-13,340.49,345.82,339.72,345.5,187355684,7012461396384,0
2022-05-16,348.13,348.88,343.52,343.94,231878012,5375346947200,1
2022-05-17,345.14,347.91,345.13,347.53,171093883,6087751077913,1
2022-05-18,349.62,351.2,347.15,348.34,166291214,6302360001326,0
2022-05-19,341.07,344.1,340.55,343.24,196527465,6861034807573,1
2022-05-20,345.15,349.68,344.89,349.29,133213782,6183574152869,1
2022-05-23,351.16,351.41,348.48,350.34,183164939,5447158234709,0
2022-05-24,349.02,349.79,344.08,344.08,150996891,5827622859224,1
2022-05-25,346.34,347.6,343.51,345.6,125139646,5781990616472,0
2022-05-26,345.54,349.03,342.65,344.26,126445367,6231121581940,1
2022-05-27,348.42,349.11,347.15,348.04,133072930,5613542895753,1
2022-05-30,351.53,352.85,350.07,352.49,151012831,5604146609901,1
2022-05-31,351.79,354.72,350.01,354.54,266678105,11290597703804,0
2022-06-02,352.29,352.81,349.55,350.51,196091386,5908010491322,1
2022-06-03,353.47,353.93,351.1,352.01,134646639,4797509616342,0
2022-06-07,350.04,350.53,345.02,345.67,135311555,6687788632348,1
2022-06-08,346.46,348.11,345.56,346.22,123302092,6030965507002,1
2022-06-09,345.35,346.82,343.69,346.62,191391854,8507879984034,0
2022-06-10,342.32,343.25,340.66,341.89,136208016,6290154321015,0
2022-06-13,335.76,335.97,329.88,329.88,163805809,7193816119534,0
2022-06-14,325.68,329.27,323.36,328.23,171531281,7328004729595,0
